Class,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Transparency,UUID,Volume (ABD),Volume (ESD),Width
Diatoms,129.4449,129.4449,0.8286,153.3437,152.9974,152.7519,2004.4011,1008.8896,1107.8767,0.7254,247,311,471,7.4606,4.6111,1000.0000,7.5366,4.7915,1000.0000,0.1804,0.8276,0.8564,0.9679,1.1676,48.0492,1.0000,12.8380,13.8430,12.8380,136.8000,164.2660,1.0000,30.0000,-60.0000,0.0000,1.1413,1.0000,13.6657,13.6657,238,43,43,66.6227,15.5961,1,54.6628,1.0023,0.9961,0.9984,1.1376,0.0000,0.0000,0.0000,46.7717,0.0000,0,0.0000,0.0000,25783.0000,0.7475,0.0726,FCDDCB114FA811ED8DFD00301809E817,1107.8767,1388.9736,12.6945
Diatoms,97.5961,102.4939,0.8321,164.4065,163.7548,162.9065,1431.3921,719.5119,725.2915,0.7254,248,991,1440,7.6593,4.7394,1000.0000,7.7298,4.8807,1000.0000,0.1412,0.8201,0.8919,0.9626,1.1212,43.5255,1.0000,11.1473,12.4326,11.4236,32.1228,165.4380,1.0000,-30.0000,-90.0000,0.0000,1.1580,1.0000,12.2149,12.2149,239,40,43,134.1194,14.1453,1,48.8596,1.0040,0.9909,0.9948,1.1225,0.0000,0.0000,0.0000,11.3582,0.0000,0,0.0000,0.0000,41577.0000,0.6895,0.1034,FCDDCD7C4FA811ED8DFD00301809E817,725.2915,1006.1883,11.2437
Diatoms,465.1426,535.0273,0.5884,159.9974,159.8478,159.6350,7682.5076,7300.3601,7546.4543,0.7254,249,240,1848,7.5764,4.6706,1000.0000,7.6587,4.8532,1000.0000,0.1826,0.4405,0.5656,0.8387,1.7680,98.0366,0.9408,24.3359,29.6809,26.1002,48.7692,166.0630,3.2462,75.0000,-20.0000,0.3058,0.7658,0.3081,46.8872,14.4437,240,72,60,129.7968,35.9073,1,122.6618,1.0009,0.9977,0.9987,1.2512,0.0000,0.0000,0.0000,19.0860,0.0000,0,0.0000,0.0000,147579.0000,0.5472,0.1801,FCDDCFEA4FA811ED8DFD00301809E817,7546.4543,13690.9005,21.3993
Diatoms,279.5496,295.7324,0.5338,154.9070,154.6005,154.2271,1426.2246,7889.8233,3516.0268,0.7254,250,310,1798,7.6020,4.6954,1000.0000,7.6775,4.8811,1000.0000,0.1856,0.1534,0.1429,0.4382,6.9987,107.3725,0.4707,18.8662,32.6833,19.4046,39.4141,166.3280,19.9368,-15.0000,-85.0000,1.2690,0.4407,0.0502,89.7022,4.4993,241,63,80,143.1655,39.5343,4,188.4030,1.0020,0.9956,0.9976,1.7547,0.0000,0.0000,0.0000,17.3780,0.0000,0,0.0000,0.0000,104654.0000,0.1332,0.4228,FCDDD24C4FA811ED8DFD00301809E817,3516.0268,18280.0056,24.3009
Diatoms,83.4754,97.5961,0.7801,148.2655,148.0145,147.4364,459.6258,1161.2000,573.7221,0.7254,251,738,418,7.5356,4.6494,1000.0000,7.6311,4.8021,1000.0000,0.1527,0.3805,0.2129,0.6953,4.6961,52.7814,0.7218,10.3094,15.2133,11.1473,46.9918,166.7350,12.6742,75.0000,0.0000,1.5584,0.3909,0.0789,45.4694,3.5875,242,48,41,140.9818,17.7723,2,98.1139,1.0017,0.9944,0.9961,1.8589,0.0000,0.0000,0.0000,24.9260,0.0000,0,0.0000,0.0000,38770.0000,0.1594,0.3223,FCDDD4B74FA811ED8DFD00301809E817,573.7221,1843.5912,11.9691
Diatoms,281.7932,519.1385,0.7148,162.2758,162.4185,162.2486,8607.1108,7908.8876,3558.4400,0.7254,252,540,963,7.5746,4.6637,1000.0000,7.6669,4.8609,1000.0000,0.1972,0.6396,0.6537,0.9040,1.5297,95.0323,0.9485,18.9418,28.6936,25.7097,64.6439,167.5160,2.3866,55.0000,-25.0000,0.2019,0.8320,0.4190,39.6684,16.6212,243,66,63,138.7867,33.0057,1,112.5791,0.9991,0.9998,0.9990,1.1846,0.0000,0.0000,0.0000,29.2044,0.0000,0,0.0000,0.0000,102147.0000,0.6918,0.3399,FCDDD71B4FA811ED8DFD00301809E817,3558.4400,12369.5455,23.5755
Diatoms,402.3121,426.7309,0.7165,161.3117,160.9860,160.5844,1430.8570,17997.4241,6070.2752,0.7254,253,554,1727,7.6313,4.7003,1000.0000,7.7099,4.8631,1000.0000,0.1627,0.0715,0.0588,0.4663,17.0044,121.6116,0.5031,22.6327,37.1969,23.3095,54.5899,167.7500,51.4013,-30.0000,25.0000,3.0480,0.2470,0.0195,168.8438,3.2848,244,76,77,153.5804,41.7105,2,344.2572,1.0020,0.9955,0.9975,2.8308,0.0000,0.0000,0.0000,25.9825,0.0000,0,0.0000,0.0000,153734.0000,0.2497,0.3915,FCDDD9894FA811ED8DFD00301809E817,6070.2752,26947.5238,30.1041
Diatoms,254.5153,254.5153,0.4065,157.1467,156.7363,156.3037,3567.0506,1750.7296,3054.4606,0.7254,254,398,830,7.6313,4.7003,1000.0000,7.7099,4.8631,1000.0000,0.1627,0.3619,0.6781,0.6803,1.4746,73.9294,1.0000,18.0016,22.0643,18.0016,74.3535,167.7500,2.1724,-80.0000,0.0000,0.0000,1.1099,0.4603,27.7778,12.7868,245,66,41,118.3896,30.8295,1,81.1292,1.0026,0.9946,0.9972,1.0974,0.0000,0.0000,0.0000,25.7256,0.0000,0,0.0000,0.0000,79913.0000,0.6579,0.1841,FCDDDC054FA811ED8DFD00301809E817,3054.4606,5624.2696,11.9691
Diatoms,101.6757,106.5954,0.6213,156.0375,155.4875,154.9563,388.2494,2068.0531,771.2405,0.7254,255,541,1125,7.4479,4.5627,1000.0000,7.5458,4.7480,1000.0000,0.1853,0.3061,0.1316,0.4633,7.5965,67.0098,0.5394,11.3779,19.8276,11.6500,47.7532,167.9690,21.8191,-70.0000,0.0000,1.4670,0.4054,0.0458,61.7398,2.8296,246,58,44,159.8688,25.0263,2,129.1389,1.0035,0.9931,0.9966,1.9272,0.0000,0.0000,0.0000,27.3928,0.0000,0,0.0000,0.0000,51158.0000,0.1254,0.4262,FCDDDE694FA811ED8DFD00301809E817,771.2405,4081.3991,13.4199
Diatoms,81.0816,81.0816,0.3425,164.1338,164.2937,164.3494,682.0549,250.9941,549.2215,0.7254,256,936,1220,7.4495,4.5835,1000.0000,7.5428,4.7480,1000.0000,0.1645,0.3877,0.5213,0.5754,1.9183,49.2891,0.9489,10.1605,14.2259,10.1605,72.9859,168.0160,3.7607,-85.0000,15.0000,0.1160,0.8961,0.2659,23.0720,6.1351,247,52,35,150.6506,20.6739,1,58.4142,0.9990,1.0013,1.0003,1.1851,0.0000,0.0000,0.0000,34.9619,0.0000,0,0.0000,0.0000,40525.0000,0.5775,0.2858,FCDDE0CB4FA811ED8DFD00301809E817,549.2215,1507.4325,6.1659
Diatoms,274.6184,321.0313,0.7362,146.9472,146.3458,145.9069,3423.8755,4058.6240,3423.4046,0.7254,257,981,192,7.4636,4.5742,1000.0000,7.5538,4.7763,1000.0000,0.2020,0.5267,0.4827,0.8915,2.0715,80.4595,0.8686,18.6991,24.1397,20.2176,44.5161,169.8750,4.2737,-90.0000,-20.0000,0.5014,0.6660,0.2340,43.0211,10.0664,248,65,52,130.6472,28.6533,2,106.1750,1.0041,0.9929,0.9970,1.3196,0.0000,0.0000,0.0000,21.0913,0.0000,0,0.0000,0.0000,94066.0000,0.4296,0.2254,FCDDE3324FA811ED8DFD00301809E817,3423.4046,7365.3642,18.4977
Diatoms,324.6572,355.1301,0.3595,159.1937,159.0481,158.6643,4952.1096,2764.0874,4400.4934,0.7254,258,545,717,7.6138,4.6886,1000.0000,7.6857,4.9081,1000.0000,0.2195,0.2386,0.6245,0.6132,1.6013,89.5380,0.9756,20.3314,27.0010,21.2642,76.2213,170.1570,2.6540,70.0000,0.0000,0.0000,1.0140,0.3768,35.4130,13.3435,249,73,41,143.1420,35.9073,1,97.5129,1.0009,0.9967,0.9976,1.0891,0.0000,0.0000,0.0000,31.0047,0.0000,0,0.0000,0.0000,118951.0000,0.7703,0.2470,FCDDE59A4FA811ED8DFD00301809E817,4400.4934,10307.1399,11.9691
Diatoms,85.4766,85.4766,0.6914,156.1464,155.3429,154.5393,1131.8209,469.9069,594.4760,0.7254,259,612,849,7.5248,4.6298,1000.0000,7.6071,4.7953,1000.0000,0.1655,0.7472,0.9070,0.9223,1.1025,40.4728,1.0000,10.4323,11.2639,10.4323,36.9444,170.2500,1.0000,-30.0000,70.0000,0.0000,1.1881,1.0000,11.2953,11.2953,250,37,42,121.7964,13.4199,1,45.1810,1.0052,0.9897,0.9948,1.1163,0.0000,0.0000,0.0000,14.7260,0.0000,0,0.0000,0.0000,34103.0000,0.6947,0.0738,FCDDE7FC4FA811ED8DFD00301809E817,594.4760,748.2715,8.3421
Diatoms,192.3756,192.3756,0.3524,166.7228,166.7846,166.7341,1631.9788,1333.5360,2007.1908,0.7254,260,819,1370,7.4666,4.5618,1000.0000,7.5657,4.7735,1000.0000,0.2117,0.2323,0.4284,0.5264,2.3342,73.0780,0.8634,15.6506,21.7620,15.6506,45.2752,170.5630,5.1385,-90.0000,0.0000,0.2622,0.7922,0.1946,37.9986,7.3948,251,66,38,124.6348,30.1041,1,90.7869,0.9996,1.0001,0.9997,1.2423,0.0000,0.0000,0.0000,17.6036,0.0000,0,0.0000,0.0000,66555.0000,0.3174,0.2808,FCDDEA604FA811ED8DFD00301809E817,2007.1908,5396.2870,9.7929
Diatoms,103.3128,134.4891,0.4408,158.2068,157.7963,157.3519,1174.4750,724.3593,789.9414,0.7254,261,206,1418,7.4714,4.6026,1000.0000,7.5584,4.7578,1000.0000,0.1551,0.4439,0.4924,0.6962,2.0310,57.2207,0.9444,11.4692,16.6842,13.0857,42.2907,173.5780,4.1388,40.0000,-40.0000,0.3324,0.7505,0.2416,29.4783,7.1224,252,51,45,152.9784,22.1247,1,73.2013,1.0026,0.9946,0.9972,1.2793,0.0000,0.0000,0.0000,23.7816,0.0000,0,0.0000,0.0000,49565.0000,0.5207,0.3126,FCDDECCB4FA811ED8DFD00301809E817,789.9414,2431.7268,9.0675
Diatoms,192.3756,201.5372,0.3547,145.7060,144.6742,144.0131,2393.0891,1079.8991,2007.1908,0.7254,262,470,528,7.4684,4.6089,1000.0000,7.5738,4.7646,1000.0000,0.1557,0.3267,0.6214,0.6149,1.6093,68.8636,1.0000,15.6506,20.3918,16.0189,85.4479,173.9690,2.6829,15.0000,-75.0000,0.0023,0.9977,0.3727,27.9916,10.4333,253,42,60,116.9288,27.9279,1,76.8497,1.0071,0.9884,0.9954,1.1160,0.0000,0.0000,0.0000,31.8208,0.0000,0,0.0000,0.0000,62440.0000,0.7185,0.2325,FCDDF0574FA811ED8DFD00301809E817,2007.1908,4439.8195,9.0675
Diatoms,808.9675,950.8737,0.7442,152.6104,152.1994,151.8628,26754.5425,19131.5949,17308.5398,0.7254,263,539,996,7.6539,4.7310,1000.0000,7.7264,4.8698,1000.0000,0.1387,0.7041,0.8503,0.9448,1.1761,119.5596,1.0000,32.0938,36.5723,34.7950,39.4702,174.4380,1.0000,-80.0000,20.0000,0.0000,1.2867,1.0000,32.4167,32.4167,254,81,70,150.5498,41.7105,1,129.6669,1.0027,0.9951,0.9978,1.0845,0.0000,0.0000,0.0000,35.1359,0.0000,0,0.0000,0.0000,280926.0000,0.7800,0.1225,FCDDF3B64FA811ED8DFD00301809E817,17308.5398,25612.5997,30.8295
Diatoms,413.8192,434.1199,0.4534,168.8411,169.1316,169.4961,3647.2887,5077.0791,6332.5670,0.7254,264,772,1670,7.7272,4.8052,1000.0000,7.7748,4.9154,1000.0000,0.1101,0.2981,0.3021,0.6721,3.3096,98.7818,0.8353,22.9541,29.9832,23.5104,39.3598,174.5000,8.2767,-90.0000,0.0000,0.7267,0.5791,0.1208,68.2649,8.2479,255,79,52,131.6004,39.5343,1,153.0255,0.9983,1.0039,1.0022,1.5491,0.0000,0.0000,0.0000,28.8741,0.0000,0,0.0000,0.0000,135022.0000,0.3991,0.2344,FCDDF6344FA811ED8DFD00301809E817,6332.5670,14113.4298,19.9485
Diatoms,194.1178,194.1178,0.3060,155.3606,155.4647,155.8420,1880.7207,933.2043,2034.5197,0.7254,265,828,295,7.5544,4.6677,1000.0000,7.6307,4.8309,1000.0000,0.1631,0.2164,0.5059,0.5346,1.9766,72.9237,0.9711,15.7213,21.6613,15.7213,105.6346,174.8130,3.9568,-90.0000,0.0000,0.0856,0.9211,0.2527,33.4688,8.4586,256,67,37,82.2565,30.8295,1,83.8548,0.9993,1.0031,1.0024,1.1499,0.0000,0.0000,0.0000,35.4994,0.0000,0,0.0000,0.0000,44254.0000,0.5742,0.2742,FCDDF8A54FA811ED8DFD00301809E817,2034.5197,5321.6850,9.0675
Diatoms,91.9171,109.8892,0.6668,159.2331,158.5541,157.8311,1494.8384,687.0961,662.9161,0.7254,266,843,853,7.5359,4.6228,1000.0000,7.6381,4.8433,1000.0000,0.2206,0.7054,0.7456,0.9003,1.3412,46.5344,1.0000,10.8182,13.2587,11.8286,38.1940,175.3130,1.5809,-80.0000,10.0000,0.0000,1.0136,0.6326,16.8176,10.6383,257,47,38,149.6453,17.0469,1,54.9117,1.0043,0.9912,0.9954,1.1800,0.0000,0.0000,0.0000,21.5022,0.0000,0,0.0000,0.0000,44295.0000,0.6747,0.1841,FCDDFB104FA811ED8DFD00301809E817,662.9161,1220.3979,9.0675
Diatoms,485.1181,485.1181,0.6400,153.4975,152.6585,151.6890,11205.4069,6345.0302,8037.7608,0.7254,267,237,1156,7.4711,4.5787,1000.0000,7.5568,4.7682,1000.0000,0.1895,0.6137,0.8290,0.8937,1.2062,89.3215,1.0000,24.8530,26.9204,24.8530,35.3390,175.9690,1.0000,75.0000,0.0000,0.0000,1.3608,1.0000,24.2538,24.2538,258,69,51,146.7271,33.0057,1,97.0151,1.0055,0.9882,0.9936,1.0861,0.0000,0.0000,0.0000,42.5471,0.0000,0,0.0000,0.0000,173138.0000,0.7616,0.0768,FCDDFD784FA811ED8DFD00301809E817,8037.7608,10215.1124,19.2231
Diatoms,80.2856,80.2856,0.9057,165.8240,165.1873,164.9213,984.5238,512.3037,541.1533,0.7254,268,1023,1498,7.6061,4.6949,1000.0000,7.6843,4.8623,1000.0000,0.1674,0.8997,0.9491,0.9890,1.0536,38.2431,1.0000,10.1105,10.6392,10.1105,48.6923,177.2190,1.0000,20.0000,-90.0000,0.0000,1.0428,1.0000,10.7823,10.7823,259,38,39,157.4270,11.2437,1,43.1293,1.0039,0.9946,0.9984,1.1278,0.0000,0.0000,0.0000,38.7675,0.0000,0,0.0000,0.0000,42033.0000,0.8452,0.0497,FCDDFFE34FA811ED8DFD00301809E817,541.1533,630.5587,9.7929
Diatoms,122.3333,122.3333,0.6638,150.2054,149.7595,149.2595,2015.7646,802.8920,1017.8427,0.7254,269,784,247,7.4599,4.5633,1000.0000,7.5481,4.7616,1000.0000,0.1983,0.7126,0.8157,0.9013,1.2259,48.7461,1.0000,12.4804,14.0244,12.4804,39.7377,177.4850,1.0000,-55.0000,45.0000,0.0000,1.1921,1.0000,13.6915,13.6915,260,45,45,118.5405,16.3215,1,54.7659,1.0030,0.9937,0.9967,1.1235,0.0000,0.0000,0.0000,10.6418,0.0000,0,0.0000,0.0000,43860.0000,0.8261,0.1101,FCDE02454FA811ED8DFD00301809E817,1017.8427,1444.2803,9.0675
Diatoms,521.4734,561.2539,0.7336,163.7925,163.7027,163.4984,12988.1040,8507.8670,8958.0192,0.7254,270,422,1169,7.5203,4.6390,1000.0000,7.6126,4.8008,1000.0000,0.1619,0.7111,0.7728,0.9443,1.2941,94.8944,0.9915,25.7674,28.6936,26.7322,86.4240,177.6570,1.2906,55.0000,-40.0000,0.0000,1.1169,0.7749,30.2000,23.4005,261,68,62,136.4062,33.7311,1,107.2009,1.0005,0.9982,0.9988,1.1297,0.0000,0.0000,0.0000,41.9247,0.0000,0,0.0000,0.0000,171599.0000,0.8283,0.1020,FCDE04A94FA811ED8DFD00301809E817,8958.0192,12369.5455,23.5755
Diatoms,766.5117,823.7801,0.5232,150.3270,149.5841,148.9111,17841.1082,12990.0303,15964.0096,0.7254,271,342,807,7.5014,4.6002,1000.0000,7.5953,4.8118,1000.0000,0.2116,0.4109,0.7066,0.7923,1.4153,122.1966,0.9893,31.2402,37.3581,32.3863,72.6582,178.0160,1.9275,-75.0000,10.0000,0.0000,1.1328,0.5188,43.8645,22.7567,262,92,60,144.7558,49.6899,1,133.2424,1.0050,0.9906,0.9955,1.0904,0.0000,0.0000,0.0000,36.7476,0.0000,0,0.0000,0.0000,257231.0000,0.6647,0.1638,FCDE07114FA811ED8DFD00301809E817,15964.0096,27299.3913,25.0263
Diatoms,287.1832,291.2306,0.6365,163.0174,162.5508,162.0468,2876.1022,3415.6882,3661.0225,0.7254,272,666,1180,7.5485,4.6345,1000.0000,7.6329,4.7962,1000.0000,0.1617,0.5385,0.4536,0.8143,2.2044,76.2677,0.9137,19.1221,22.8098,19.2563,56.7323,179.2350,4.7133,-85.0000,0.0000,0.5929,0.6278,0.2122,43.3299,9.1931,263,61,47,129.5588,27.2025,1,105.0460,1.0029,0.9940,0.9969,1.3773,0.0000,0.0000,0.0000,26.8239,0.0000,0,0.0000,0.0000,96910.0000,0.4457,0.1617,FCDE09734FA811ED8DFD00301809E817,3661.0225,6213.8828,16.3215
Diatoms,1054.0512,1150.8558,0.5132,149.2104,148.0459,146.9903,29015.8473,20588.4988,25742.8331,0.7254,273,248,1734,7.6757,4.7394,1000.0000,7.7442,4.8762,1000.0000,0.1368,0.4043,0.7184,0.8011,1.3919,140.0589,0.9908,36.6341,43.0001,38.2794,64.0909,179.7190,1.8248,75.0000,-15.0000,0.0000,1.1158,0.5480,49.7344,27.2549,264,99,64,131.5303,55.4931,1,153.9785,1.0079,0.9851,0.9929,1.0994,0.0000,0.0000,0.0000,29.6815,0.0000,0,0.0000,0.0000,312516.0000,0.7970,0.1480,FCDE0BDE4FA811ED8DFD00301809E817,25742.8331,41630.0583,27.9279
Diatoms,138.7071,142.5141,0.9101,158.7604,157.9291,157.0122,1939.0184,1208.7250,1228.8863,0.7254,274,487,987,7.6449,4.7356,1000.0000,7.7159,4.9201,1000.0000,0.1845,0.9180,0.9457,0.9943,1.0574,48.6389,1.0000,13.2894,13.8834,13.4705,17.9692,179.9690,1.0000,50.0000,-90.0000,0.0000,1.1539,1.0000,13.5155,13.5155,265,42,44,163.9829,15.5961,1,54.0618,1.0053,0.9890,0.9942,1.1115,0.0000,0.0000,0.0000,26.6869,0.0000,0,0.0000,0.0000,67069.0000,0.9015,0.0428,FCDE0E5C4FA811ED8DFD00301809E817,1228.8863,1401.1397,12.6945
Diatoms,123.5853,123.5853,0.5626,169.0429,169.3887,169.7051,1734.9147,733.2588,1033.5079,0.7254,275,675,1564,7.5860,4.6827,1000.0000,7.6829,4.8566,1000.0000,0.1740,0.6143,0.7489,0.8279,1.3353,50.5277,1.0000,12.5441,14.6289,12.5441,82.0571,181.8910,1.5496,-90.0000,-15.0000,0.0000,1.0607,0.6453,17.4397,11.2545,266,50,38,147.0536,18.4977,1,57.3884,0.9980,1.0039,1.0019,1.1358,0.0000,0.0000,0.0000,32.1297,0.0000,0,0.0000,0.0000,54851.0000,0.7702,0.1425,FCDE10C74FA811ED8DFD00301809E817,1033.5079,1639.2064,9.0675
Diatoms,320.5783,416.1231,0.4371,163.7506,163.4939,163.5353,3481.7407,4953.3964,4317.8247,0.7254,276,647,1791,7.5627,4.6817,1000.0000,7.6610,4.8697,1000.0000,0.1880,0.2077,0.3066,0.6321,3.2621,101.3048,0.7723,20.2033,30.6885,23.0179,33.0734,182.1250,8.1251,-80.0000,0.0000,0.7108,0.5845,0.1231,66.3928,8.1713,267,77,52,140.1691,38.8089,2,149.1283,1.0016,0.9987,1.0003,1.4721,0.0000,0.0000,0.0000,17.3371,0.0000,0,0.0000,0.0000,115219.0000,0.4780,0.3417,FCDE13324FA811ED8DFD00301809E817,4317.8247,15132.9460,19.2231
Diatoms,567.8212,682.4158,0.6113,156.2771,156.1356,156.0789,8212.9613,11965.0495,10178.4383,0.7254,277,474,1049,7.6626,4.7236,1000.0000,7.7326,4.8992,1000.0000,0.1756,0.2429,0.4112,0.8040,2.4322,110.9685,0.9135,26.8881,33.8520,29.4767,45.0585,185.2190,5.4576,15.0000,-65.0000,0.7799,0.5618,0.1832,67.7860,12.4204,268,68,75,150.0368,38.0835,1,160.4128,1.0009,0.9987,0.9996,1.4456,0.0000,0.0000,0.0000,30.6423,0.0000,0,0.0000,0.0000,203600.0000,0.1711,0.2057,FCDE159D4FA811ED8DFD00301809E817,10178.4383,20311.9500,25.7517
Diatoms,247.8406,253.1792,0.3772,153.3379,152.9985,152.6409,1770.4708,2501.8677,2935.0965,0.7254,278,976,683,7.4604,4.5744,1000.0000,7.5455,4.7348,1000.0000,0.1604,0.1893,0.2905,0.5126,3.4429,86.1509,0.7733,17.7640,25.8726,17.9543,59.8056,186.5000,8.7011,-75.0000,30.0000,0.5766,0.6343,0.1149,55.4689,6.3749,269,68,52,155.2939,35.1819,2,123.6877,1.0022,0.9955,0.9977,1.4357,0.0000,0.0000,0.0000,37.1105,0.0000,0,0.0000,0.0000,102494.0000,0.2977,0.3134,FCDE18824FA811ED8DFD00301809E817,2935.0965,9068.1531,14.1453
Diatoms,173.7356,190.6347,0.3018,157.6721,157.3218,156.9470,1112.9675,1799.4789,1722.6498,0.7254,279,564,623,7.5703,4.6783,1000.0000,7.6556,4.8268,1000.0000,0.1485,0.0525,0.2436,0.3687,4.1045,81.6128,0.7475,14.8730,24.4823,15.5796,70.2899,186.8440,10.8021,-50.0000,45.0000,0.5929,0.6278,0.0926,54.8870,5.0811,270,61,60,138.6090,34.4565,1,119.9363,1.0022,0.9954,0.9976,1.4696,0.0000,0.0000,0.0000,29.0542,0.0000,0,0.0000,0.0000,68057.0000,0.3762,0.3925,FCDE1B474FA811ED8DFD00301809E817,1722.6498,7683.3852,10.5183
Diatoms,852.0053,947.0254,0.8861,158.8569,158.8620,158.9458,19680.1669,22106.5255,18707.9943,0.7254,280,485,1766,7.4648,4.5701,1000.0000,7.5550,4.7497,1000.0000,0.1796,0.6688,0.6613,0.9484,1.5121,126.9740,0.9416,32.9364,38.8895,34.7245,64.8706,188.1250,2.3191,5.0000,40.0000,0.2292,0.8135,0.4312,51.2699,22.1074,271,78,81,153.2919,41.7105,1,146.7547,1.0000,1.0006,1.0005,1.1558,0.0000,0.0000,0.0000,30.1624,0.0000,0,0.0000,0.0000,299839.0000,0.6250,0.1531,FCDE1DAE4FA811ED8DFD00301809E817,18707.9943,30796.0986,34.4565
Diatoms,129.0255,129.0255,0.4119,167.0544,167.2513,167.3472,1674.9881,601.6642,1102.4960,0.7254,281,770,1552,7.4646,4.5678,1000.0000,7.5664,4.7615,1000.0000,0.1936,0.4342,0.7164,0.6848,1.3958,54.3405,1.0000,12.8172,15.7775,12.8172,84.3784,188.1720,1.8424,65.0000,0.0000,0.0000,1.1062,0.5428,19.3447,10.4998,272,53,36,109.5363,21.3993,1,59.6890,0.9988,1.0018,1.0006,1.0984,0.0000,0.0000,0.0000,26.7410,0.0000,0,0.0000,0.0000,42281.0000,0.6087,0.1876,FCDE201D4FA811ED8DFD00301809E817,1102.4960,2056.4069,8.3421
Diatoms,101.2669,101.2669,0.3625,159.4420,158.9875,158.2163,353.2206,2619.9974,766.5939,0.7254,282,467,1191,7.6125,4.7133,1000.0000,7.6889,4.8891,1000.0000,0.1758,0.0695,0.1236,0.2265,8.0937,85.1895,0.3800,11.3550,25.6711,11.3550,29.0063,189.4220,23.3843,10.0000,-80.0000,0.8574,0.5384,0.0428,62.6521,2.6792,273,53,72,148.0752,33.7311,5,130.6626,1.0029,0.9923,0.9951,1.5338,0.0000,0.0000,0.0000,20.6830,0.0000,0,0.0000,0.0000,47236.0000,0.1756,0.5577,FCDE22854FA811ED8DFD00301809E817,766.5939,8857.9262,14.1453
Diatoms,109.8892,127.3490,0.8307,154.0647,153.4059,152.7441,1348.7097,1054.3281,866.5553,0.7254,283,742,593,7.6152,4.7097,1000.0000,7.6946,4.8621,1000.0000,0.1524,0.6650,0.6139,0.9346,1.6289,49.2766,0.9514,11.8286,14.2058,12.7336,36.1316,189.8910,2.7542,5.0000,-65.0000,0.5823,0.6320,0.3631,23.5293,8.5430,274,44,44,161.1118,14.8707,1,64.1445,1.0043,0.9914,0.9957,1.3017,0.0000,0.0000,0.0000,37.3461,0.0000,0,0.0000,0.0000,54778.0000,0.3905,0.1673,FCDE24EC4FA811ED8DFD00301809E817,866.5553,1501.0361,12.6945
Diatoms,312.8836,331.9173,0.3641,163.7839,163.6646,163.5217,3534.5005,2596.5262,4163.3034,0.7254,284,706,1142,7.6839,4.7633,1000.0000,7.7444,4.9400,1000.0000,0.1767,0.2428,0.4760,0.6076,2.1010,88.1817,0.9232,19.9594,26.5778,20.5575,48.7266,190.1250,4.3716,70.0000,-20.0000,0.2050,0.8299,0.2287,44.1407,10.0972,275,74,48,126.7441,36.6327,1,108.4757,1.0007,0.9984,0.9991,1.2301,0.0000,0.0000,0.0000,18.7434,0.0000,0,0.0000,0.0000,102029.0000,0.4212,0.2490,FCDE27774FA811ED8DFD00301809E817,4163.3034,9830.1051,11.9691
Diatoms,88.2875,93.9409,0.8708,153.9721,153.4530,152.8641,1562.7239,647.6581,624.0407,0.7254,285,751,436,7.6839,4.7633,1000.0000,7.7444,4.9400,1000.0000,0.1767,0.8087,0.7864,0.9721,1.2717,41.6426,1.0000,10.6024,11.6870,10.9366,44.5932,190.1250,1.0000,5.0000,-75.0000,0.0000,1.0093,1.0000,12.5776,12.5776,276,40,41,152.0488,12.6945,1,50.3104,1.0034,0.9928,0.9962,1.2081,0.0000,0.0000,0.0000,38.3583,0.0000,0,0.0000,0.0000,43638.0000,0.6631,0.0928,FCDE29E64FA811ED8DFD00301809E817,624.0407,835.8104,10.5183
Diatoms,267.0104,275.0664,0.4654,152.7383,152.9374,152.7155,1131.9804,7586.0486,3282.1315,0.7254,286,654,149,7.4557,4.5876,1000.0000,7.5465,4.7790,1000.0000,0.1914,0.0889,0.1109,0.3690,9.0168,112.9638,0.5097,18.4382,34.4766,18.7143,49.7031,192.0630,26.2889,-90.0000,10.0000,1.2386,0.4467,0.0380,99.8692,3.7989,277,88,54,124.6871,44.6121,3,207.3363,0.9987,0.9999,0.9985,1.8354,0.0000,0.0000,0.0000,26.3993,0.0000,0,0.0000,0.0000,87655.0000,0.0635,0.4652,FCDE2C4A4FA811ED8DFD00301809E817,3282.1315,21457.2372,19.2231
